handle,ens_name,wallet,source,
xhhxrapx,,0xdf9D54e1A80CAb71d2Aee2Ea7e2380d1F8c62B1b,https://twitter.com/machibigbrother/status/1629902196568649729,
AlexTitus94,,0x45A814D2a459b4DffEeD481C12A1a47395924d3B,https://twitter.com/machibigbrother/status/1629902196568649729,
jay_kurtlu,stacker1.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
officialrockzi,officialrockzi.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
ishanIsIshan,ImIshan.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Comple_Eth,SlaveOne.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
DinkMyDoink,lotcooler.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
jumokesol,Cr7portugal.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
web3avenger,,0x4c30C1273aAc624d425Bc24779150480194d99f9,https://twitter.com/machibigbrother/status/1629902196568649729,
0xDegenMate,,0xa0083ac05eff77bbcc2b0bc9344e4346f981999a,https://twitter.com/machibigbrother/status/1629902196568649729,
barbarinbali,,0x19567d6716Ab4762a94Df703Dbb851288DF17dd4,https://twitter.com/machibigbrother/status/1629902196568649729,
Meatball420_Eth,Meatball420.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
AwqXxVCq4pKHlaz,,0x6Bcf508a27F723F2A8dE57c293a04fC3cd45eA51,https://twitter.com/machibigbrother/status/1629902196568649729,
R0ckstarPharaoh,iamfuckingrich.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
STHGraphics,Scotthaller.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Melo_NFTs,,0x5ab6B9F0125f00A1582ee538EDFd9aD61A7B195f,https://twitter.com/machibigbrother/status/1629902196568649729,
poweruserdeluxe,,0xF603Cf664Fd21eba07A5a315a99ac148b2659Da9,https://twitter.com/machibigbrother/status/1629902196568649729,
MofawziNFT,Icecone.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
noyski_eth,,0x60b20C553eD20c0192757FA5904d5eE2dBe5BD82,https://twitter.com/machibigbrother/status/1629902196568649729,
cadudcv,,0xD0145FD6c5Ee1e628c10bCe54b83cC7D8553d211,https://twitter.com/machibigbrother/status/1629902196568649729,
LodeNFT,blackburne.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
richielikesjpgs,richielikesjpegs.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
FraxuredEth,fraxured.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Stevensoucy3,,0x9cFD6A8f92a941d04a5F10a400B73749B9a4d78e,https://twitter.com/machibigbrother/status/1629902196568649729,
AndrasteNFTs,Andraste.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
alionchain,alionchain.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
AntiHiro001,Phanerothyme.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Gervunt,Gervunt.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
BAYAREANFTZ,Odonoghue1129.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
andrenftart,andrenft.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
Oniox_NFT92,,0xb943Db73F7Cd0f754d811100E2923d2269cf47d6,https://twitter.com/machibigbrother/status/1629902196568649729,
Tiber19855,,0x9efFeB8905fd36954d035870c682b17DF14287F6,https://twitter.com/machibigbrother/status/1629902196568649729,
kumosoukai,kumosoukai.eth ,,https://twitter.com/machibigbrother/status/1629902196568649729,
Savvytv777,savvytv.eth,,https://twitter.com/machibigbrother/status/1629902196568649729,
TosinTheCreaTo,,0xBad221b6dF4946D9bA361eaBc701826Fb133aF18,https://twitter.com/machibigbrother/status/1629902196568649729,
smaroo,smaroo.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
seanbonner,Seanbonner.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
cybercodetwins,cybercodetwins.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
rahilla,rahilla.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
OurielOhayon,Ouriel.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
mulligan,mull.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
SomiArian,somi.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
dhrupurohit,dhrupurohit.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
evanvar,evanvar.ETH,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ajt,Alextaub.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
beijingdou,,0xaf469C4a0914938e6149CF621c54FB4b1EC0c202,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
gregarious,gregariously.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
PeimanRaf,Peiman.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
iancr,iancr.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
talkaboutdesign,talkaboutdesign.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
MeltingIce,meltingice.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jkrums,Jkrums.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
xcadaverx,xcadaverx.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
pscarlyle,,0xD77Aab251F2DE8a5aAC7F0Eb658a58005E22067B,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ScottBeale,scottbeale.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jazer,jazer.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
sathaxe,sathaxe.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
sandyme0ws,Sandymeows.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xDavila,Chrisdavila.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xDavila,metaversoor.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jesse_altman,moreart.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
NYDoorman,,0xe14748C7476ad44d92E8c86A17aF2922803356Aa,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
maxtannone,max3.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
gonza9010,Gonzaf.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
nirozin,nftsalon.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
dinomilosaurus,0xkenboo.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
thomasmoen,,0x159EBf9863e44F9d910c0E8d8948cC91b803c168,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
regarious,gregariously.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
NFTrepzy,Repzy.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
pscarlyle,,0xD77Aab251F2DE8a5aAC7F0Eb658a58005E22067B,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
hutchins,chrishutchins.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
naveenganglani,,0x3eA32494f82ba32bEcd75106479ceDe04AB35FDF,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
PeimanRaf,Peiman.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
talkaboutdesign,talkaboutdesign.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ShawnCoss,,0xE2bDaE527f99a68724B9D5C271438437FC2A4695,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
iancr,iancr.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
sentientnyc,,0x3881c3aA678F4c914D23319EE78c011b1a13331b,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
dj_paulie_p,paulpesek.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
emrecolako,oblique.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
emileevee,emileevee.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
LinusCaldwell5,linuscaldwell.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
hhjacks,Jacksun.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
VonMises14,Vonmises.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
JonathanLittle,JonathanLittle.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
grelysian,tigerbob.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ka_dewaal,Chi3fer.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Jack_Dille,j4ck.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xbasil,0xbasil.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
CryptoGucci,crypto-gucci.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BunchuBets,Bunchu.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ape6743,bba.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BASTIBOII_eth,bastiboii.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ResetNft,resetnft.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
bitvargen,bitvargen.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jameswyper,jameswyper.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xPaulos,paulos.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
michpalmer,michp.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
marloljohnson,marlo.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
evantan,evantan.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
doodlxr,doodler.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xdort,dortgod.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
christinelu,christinelu.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
rekt2160,patrickjames.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
RamiWrites,RamiWrites.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
8mmag,8mmag.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
benskaarphoto,Skaar.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
themartinhyu,,0x5B8B68AE1b1e3FD7039E6775b755E58e14c654f6,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xTechno,0xTechno.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
skivuk,,0x14200E5a1473b668817c85936Ecd4F788f061873,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Megthorpeart,Megthorpe.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BrianDColwell,,0x78589daD2a38A92B6913C5E817c7E47104Da6351,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
kardon_y,,0x7499003740393bec0ece8745e099c2eb3f59dc9d,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
shinyguy333,shinyguy.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
PeteDram,petedram.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
line_art_nfts,nftmurder.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
DrMarkSanchez,,0x8fae603b7b3e8a51a74b40b8c999e3ca03928f4c,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
3Deezey,mutantmonday.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
zie_consortium,,0x81FC8e469066d6B03eEBdDbBf278607dEd0878C9,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
punk3178,Scalynelson.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
theMikeElf,imakenfts.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0wl_eth,0wl.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
theMikeElf,imakenfts.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0wl_eth,0wl.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Bahgley69,,0x14AE9035D52ff038EFb22D0f442F836CFa0E82bf,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
mj_brwn,mjbrwn.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
young8uddha,8uddha.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BalzGolf,,0x8C16C47095A003B726CE8Deffc39EE9cb1b9f124,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
mj_brwn,mjbrwn.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
young8uddha,8uddha.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BalzGolf,,0x8C16C47095A003B726CE8Deffc39EE9cb1b9f124,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
CryptoRangerUK1,cryptorangeruk.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
young8uddha,8uddha.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Soundcaresser,,0x806A3396514a901f4B535A4B7faEB01693cDfB76,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Youclidean,notmyaddress.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
LeftClickSave,MrFelix-Vault.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Hudah_Idiot,hudah.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
pauliusuza,upheaver.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
vgomes_eth,,0x87f3836DA1bCE5C936DAeF3e1311feae575d654a,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
punkvandelay,punkvandelay.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
KingPixelPush,,0xB2e7F7Cf519020C8b6Ff32a088feC95B03cCC715,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
vincentghoste,vincentghoste.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
chagozzino,chagozzinovault.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
mariinksarts,Mariinksarts.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
mariinksarts,,0x79fF435184674986312275a031999D689be9d104,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
cryptotrez,ctrez.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
tobylason,foxthepunk.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
E_H_Carpenter,,0xd5f45430f18f31FcB4b5129b618e24A9bafaC1e3,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
DeBodegaCat,,0xa0BC9F544453061B18202a377854ae28F837cD24,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
myjpeg,,0x571CE1F54a8024eDcB9F38dA96206beeeF726537,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
XCOPYART,chucknally.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
hkm_crypto,hkm77.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
esren__,esren.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jon_harry7,jonharry.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
NinjaApe_eth,ChipperJones.Eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BreakingBangers,bbangers.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
_TeeJJ_,,0x47Ae56dAca3D6D33Bbcc6b66d2c8901EA199EB43,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
lucianlampdefi,lucianlamp.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
ju5tinq,Ju5tinQ.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jonataribasof,bilionario.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BAYC1519,,0x328a12ff1c3348ac79369b433eb72bb5b1ad3253,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Thor_Elias,thorelias.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
KrausKapital,teekay.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
FirstCollector,FirstCollector.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
sertx92,,0xB8eaeE4a13Dbd506BD8925Cf7B9c950e7f5f8539,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Mixbrick,mixbrick.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
dozaster,dozaster.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BitmanTW,,0xf2439241881964006369c0e2377D45F3740f48a0,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
alphahater,alphahater.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
_HITOZUMA,hitozuma.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
tonybearbrick,Tonybearbrick.ETH,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
smo_eth,,0x11f2EFd204aE970aFE25A74D784b5eE12ff290B5,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
shimeji_free276,pinocrypto.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
cragglebear,Cragglebear.eth ,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
shaneapollo,,0xb6e9931B93a83331Bd9Be01F0Ec789925c9ebeEC,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Phoofyface,Phoofy.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
0xDrklvnt,,0x4c37DAC30498684B35AEeEb3dA0CA9F6379Af489,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
harsha_nik,,0xecaEBf8F5A28A6EF322BB5428c11270eD057C497,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
gridbased_,gridbased.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jjjpmoda,jpmoda.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Andres__AP,,0x3e8Dbd28703Ac10Fd66b41812204156a50252899,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
JeremyPenn,cryptograff.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
pritznft,,0xd447042Ba0c989bFE031ef3059e2E62d4D46af5b,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
qoeleteth,qoelet.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
vjatomo0701,atomo.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
memeticpower,tys.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
TheBigSkuu,,0x6A33D28d7f1E7CcAD132304a6AbD87336A7754Fa,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
KSwissPo,,0x36e10f7BB46A7E8A9000e20aC6bDc20721d15f1A,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
randy__digital,randydigital.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BigxTruss,,0x85001c23C185f473Cf0FFA5C5c9532626B36c1Eb,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
FeelinBluu,,0x2abc8e089eb45a3b69145c3ce0163393877b6084,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
BcSmithHere,BCSmithHere.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Fungibles_NFT,TheFungibles.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
bitbunkichi,,0x36E166E665FA39A1cF7fa26Eb2F37Ec86C84D24C,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
GreenRanger333,,0xD077A95EA7617f9D844d5a12225914F937520284,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
johntmeyer,johntmeyer.eth, ,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
jfboateng,,0xe978cEc616EEA31263118D4256dbE1110d3Ba106,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
willbirb,,0x2cC39cefBa8765bE0879e752aa97E2D3D41e7bC5,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
soviattunion,,0x0793173ac8736aEf3c1dbf245c9E121e1C56312F,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
DennisSchmelz,schmelz.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Satsummer099,,0x1E774fC3552B05603534959b4b0DB60342Fe618C,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
logicNFT,,0x7673C5CbAc0319596FD9982660835bB85e978C99,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
JTMC22,jtmc.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
VinnyKurban,,0x7ec1bef3ee8359c49716334011e47f0c19e1bfb3,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
PHLYimages,phlyimages.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Quaful,,0xFE12478C130d919bc3E66FbaB75C5D93c112E926,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
DianaCarvalhido,dianacarvalhido.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
aphilips,Sobeash.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
m_web3,mweb3.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
regulolanz,regulolanz.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
Quaful,,0xFE12478C130d919bc3E66FbaB75C5D93c112E926,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
vjatomo0701,atomo.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
bitbunkichi,,0x36E166E665FA39A1cF7fa26Eb2F37Ec86C84D24C,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
_moppy_20,,0x2bc45d459b11ccc88be0cbda1a59b3df14761ba5,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
kunal_modi,kunalm.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
xavieriturralde,xibot.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
stadium_gates,Damonpeters.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
peachmint00,peachmint.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
middlebrainer,,0x692aD4F6cd549fd395214129Bed93cbE3E29A3c4,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
tkdjoe_eth,tkdjoe.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
MrDyorFomo,,0x221698DB85dAE3E38fdFf8E39bc0b0C66e611121,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
theWinterDojer,dojer.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
butfirstcopy,,0x8c549975f0D9144ea42FE562dc453A041D9d6581,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
art_icu_late,articulate.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
subversieve,alex.pcc.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
nickhayes11,nickhayes.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
cnfsdcollector,Confusedcollector.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
GirlNFTFunds,,0x708f6dC3352e7D015F1f6b1F32561A29B24813CD,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
replicahats,Replicahats.eth,,https://twitter.com/proof_xyz/status/1535050344752742401?s=20,
SimonvDorland,0xsimon.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
theholocat,mydump.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
uthappa_23,Ethappa.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
harrycylee,harrycylee.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
jvcknft,jvcks.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
TravDTX,travisd.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
TeeJ_0_o,gmnftcommunitywagmi.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
TheCJLion,NFTLion.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
crepidarian8,,0x969E52e0b130899ca2d601bd5366c33f1bf6e393,https://twitter.com/packyM/status/1554087013929869313?s=20,
jj_rugg,,0x67cA64e6d0A97BaE9D85B6B005a0CcdD876aB896,https://twitter.com/packyM/status/1554087013929869313?s=20,
_SN34K3R_,,0xd66F60123032257FC42c9a00292e44435a8DDfab,https://twitter.com/packyM/status/1554087013929869313?s=20,
ledgerdust,Ledgerdust.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
Hexiiigon,nosna.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
MetaP_Metaverse,,0xA73Bd72b4BF7875D4b4D53581BeF3E0EaDCd051b,https://twitter.com/packyM/status/1554087013929869313?s=20,
Ramosaurus23,,0x077FB72C781f62397AaC925996fA7021BB6Ac27D,https://twitter.com/packyM/status/1554087013929869313?s=20,
CastorRuss12,,0x86aD40B7B57551402E191eB2E51dDe23DEBd9E13,https://twitter.com/packyM/status/1554087013929869313?s=20,
Skylarsmith,Skylaredit.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
lildrewbs,Drewbus.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
AgitoXd,AgitoAsakura.Eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
RodOrtega82,RodOrtega.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
rathboa,,0x4Bd760F85ec870A37c46A364C043e33E9bCa0DB4,https://twitter.com/packyM/status/1554087013929869313?s=20,
Freddy_Orbit,,0x92F3Eb424AEdf7948eb2b0779428D9838b79Ea9E,https://twitter.com/packyM/status/1554087013929869313?s=20,
stereo_scopic,,0x71773bC122Fe810B6a83F20327E9AC9377791527,https://twitter.com/packyM/status/1554087013929869313?s=20,
greyman85,papajdog.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
Djital6,digitalgenetics.ETH,,https://twitter.com/packyM/status/1554087013929869313?s=20,
derco9t,derco.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
yorke_ccw,,0x2a0D11204383088511667312E91F30252f5600F6,https://twitter.com/packyM/status/1554087013929869313?s=20,
AmplatzNFT,,0x6eC7ff98A6A6C0c8FB1D25a7e75F3F79EFB918F5 ,https://twitter.com/packyM/status/1554087013929869313?s=20,
leggomy_crypto,,0x7389c4F41A7Da45a197a6f063A93a3513A66A240,https://twitter.com/packyM/status/1554087013929869313?s=20,
x_tenebrae,tenebrae.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
meta_haha,metahaha.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
zayn6827,,0xb8663d418298ae47cacaa75145649032fece923f,https://twitter.com/packyM/status/1554087013929869313?s=20,
Lorenzohg4,,0x96F6a61a562f9c5194e3Ba25e45Db796a026e7cC,https://twitter.com/packyM/status/1554087013929869313?s=20,
maxfromthablock,Maxcapital.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
HadrienKulik,hadrienk.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
Sbreezy_88,Sbreezy.eth,,https://twitter.com/packyM/status/1554087013929869313?s=20,
